"","PC1","PC2","PC3","PC4","occ1990dd"
"1",-9.47963217065614,5.07946390986021,-8.05420520295244,0.841487047193297,4
"2",-9.38098872591617,5.75204123904176,-4.31630125528607,-6.48602594962473,7
"3",-2.50148080620386,4.17808386853569,-3.53882550268763,-1.81333307264965,8
"4",-9.42211246983352,-0.0711167282400953,-3.77092711573588,-3.53601839240451,9
"5",-11.8682549419454,7.59542453988831,-8.38414899303117,-0.446255319263328,13
"6",-0.612183744637918,3.49780920939875,-0.116686074345664,3.00390794679515,14
"7",-5.17117465293427,5.71767679595499,-3.1578198942168,0.474056658843441,15
"8",-5.92003550054386,0.444313644633421,-5.54710741247068,0.7654984872878,18
"9",-5.55565574299535,1.04436025483312,-1.68859962802219,-1.91874394935226,22
"10",-1.51659506898338,5.19738215739299,-3.04398298793421,-2.98721051510364,23
"11",4.1647126480639,0.97239307270909,2.02394983674803,-2.19975735308368,24
"12",-6.74769049679434,3.01545094638967,-4.25644728667408,-1.33928163352218,25
"13",-11.5302163545964,4.17935695097283,-5.95304503287701,-0.647352075571401,26
"14",1.84248015278838,-1.98169872112461,-2.99389403137776,1.00544017612454,28
"15",3.73647901633028,0.819380048370539,-0.989231951834529,-2.56261540948499,29
"16",-6.39265581789401,-2.72738397905708,-2.74998827023887,-1.29328308913133,33
"17",-4.53336631379321,1.3846748786334,-5.35529813336677,-0.645138230774659,34
"18",-2.74200356103969,-2.23486650433248,0.68945854516754,-2.4862835892523,35
"19",3.05359056071019,2.43055963796528,-4.36182729280986,-5.3109903718162,36
"20",-6.3909103692532,-1.50260967313345,2.19857247480756,-3.43758298147331,43
"21",-7.61277786871443,-2.37120584766822,6.55198087140362,-3.54212690684544,44
"22",-9.81805278821112,0.590128784157317,6.26048938296327,-4.28466241975916,45
"23",-22.7494573333184,-4.75004837508172,-4.44357128507013,-1.93647162022371,47
"24",-14.5222827062673,2.27447197746723,7.74414996572124,-5.31952592350353,48
"25",-9.33564548673597,-2.91315146192688,4.10521841447517,-4.02096748240243,53
"26",-10.835896870152,-4.06150153758669,4.35331846595455,-1.6602389425695,55
"27",-18.0141385804608,-1.21199716815158,-1.06867972163378,-5.03687147677473,56
"28",-14.532151131938,-6.27994925397809,5.0674631766775,-3.18243588639172,57
"29",-13.5232665717651,-2.14729891928681,4.32396753266192,-3.70924051641264,58
"30",-15.7767720715904,-3.4179982366893,5.93912827071122,-5.64764184473418,59
"31",-5.77406174789555,3.25663309971476,4.23187982641991,-5.44435652824452,64
"32",-11.0816551804681,4.09889655281917,1.0395873016702,-4.94296642165154,65
"33",-6.47110828013666,9.24089580569645,-1.90286865334774,-4.46928368053439,66
"34",2.67670432273897,2.57767460202388,-2.85777356233665,-3.10670817998648,68
"35",-11.6007125666848,0.77031899177949,14.0542344982725,-4.09646198009115,69
"36",-7.05140628375412,5.36386276317723,7.72401657073625,-4.67660362631398,73
"37",-2.67596954473576,1.42408167579745,3.7314850989983,-3.03678051946896,75
"38",-5.57638497316576,-1.89613476294981,1.55253636090228,-0.221280579631009,76
"39",-13.5802255494217,4.32988300646255,-2.62900489048755,-1.87199471188451,77
"40",-3.43790054533311,8.88814268959201,10.2993644043862,-0.755439551141284,78
"41",-2.79540049958429,3.28745593878613,-5.43612438350661,-3.089727479899,79
"42",0.0119731036711066,6.76066296992878,7.23915170634377,-1.52033999843408,83
